,name,idx,lat,lon,url
0,Dongcheng Dongsi,446,39.929,116.417,http://aqicn.org/city/beijing/dongchengdongsi/
1,"Temple of Heaven, Dongcheng",447,39.886,116.407,http://aqicn.org/city/beijing/dongchengtiantan/
2,West Park officials,448,39.929,116.339,http://aqicn.org/city/beijing/xichengguanyuan/
3,Wanshou Temple,449,39.878,116.352,http://aqicn.org/city/beijing/xichengwanshouxigong/
4,Chaoyang Olympic Sports Center,450,39.982,116.397,http://aqicn.org/city/beijing/chaoyangaotizhongxin/
5,Chaoyang Agricultural Exhibition Hall,451,39.937,116.461,http://aqicn.org/city/beijing/chaoyangnongzhanguan/
6,Haidian Wanliu,452,39.987,116.287,http://aqicn.org/city/beijing/haidianwanliu/
10,Fengtai Yungang,456,39.824,116.146,http://aqicn.org/city/beijing/fengtaiyungang/
11,Shijingshan city,457,39.914,116.184,http://aqicn.org/city/beijing/shijingshangucheng/
12,"Fangshan, Liangxiang",458,39.742,116.136,http://aqicn.org/city/beijing/fangshanliangxiang/
13,"Huangcunzhen, Daxing",459,39.718,116.404,http://aqicn.org/city/beijing/daxinghuangcunzhen/
14,BDA,460,39.795,116.506,http://aqicn.org/city/beijing/yizhuangkaifaqu/
16,Shunyi New Town ,462,40.127,116.655,http://aqicn.org/city/beijing/shunyixincheng/
17,Changping Town,463,40.217,116.23,http://aqicn.org/city/beijing/changpingzhen/
18,"Mentougou, Longquan Town",464,39.937,116.106,http://aqicn.org/city/beijing/mentougoulongquanzhen/
19,Pinggu town,465,40.143,117.1,http://aqicn.org/city/beijing/pingguzhen/
20,Huairou town,466,40.328,116.628,http://aqicn.org/city/beijing/huairouzhen/
21,The town of Miyun,467,40.37,116.832,http://aqicn.org/city/beijing/miyunzhen/
22,Yanqing town,468,40.453,115.972,http://aqicn.org/city/beijing/yanqingzhen/
23,Changping Dingling,469,40.292,116.22,http://aqicn.org/city/beijing/changpingdingling/
27,"Yongledianzhen, Tongzhou",473,39.712,116.783,http://aqicn.org/city/beijing/jingdongnanyongledian/
35,Beijing US Embassy,3303,39.954592,116.468117,http://aqicn.org/city/beijing/us-embassy/
36,丰台小屯,13327,39.87694,116.25528,http://aqicn.org/city/beijing/fengtaixiaotun/
37,密云新城,13329,40.4088,116.85152,http://aqicn.org/city/beijing/miyunxincheng/
38,平谷新城,13330,40.15353,117.0854,http://aqicn.org/city/beijing/pingguxincheng/
39,昌平南邵,13334,40.21651,116.27603,http://aqicn.org/city/beijing/changpingnanshao/
40,海淀四季青,13335,40.03000,116.23052,http://aqicn.org/city/beijing/haidiansijiqing/
41,石景山老山,13336,39.90886,116.20764,http://aqicn.org/city/beijing/shijingshanlaoshan/
44,Putuo Monitoring Station,481,31.234814,121.410728,http://aqicn.org/city/shanghai/putuojiancezhan/
45,yángpǔ sì piào,482,31.2659,121.536,http://aqicn.org/city/shanghai/yangpusipiao/
46,lúwān shī zhuān fùxiǎo,483,31.201014,121.483231,http://aqicn.org/city/shanghai/luwanshizhuanfuxiao/
47,Qingpu Dianshan Lake,484,31.0935,120.978,http://aqicn.org/city/shanghai/qingpudianshanhu/
48,Hongkou Liangcheng,485,31.3008,121.467,http://aqicn.org/city/shanghai/hongkouliangcheng/
49,Jing'an Monitoring Station,486,31.2261,121.425,http://aqicn.org/city/shanghai/jinganjiancezhan/
50,xúhuì shàng shī dà,487,31.1654,121.412,http://aqicn.org/city/shanghai/xuhuishangshida/
51,pǔdōng chuān shā,488,31.1907,121.703,http://aqicn.org/city/shanghai/pudongchuansha/
52,pǔdōng zhāngjiāng,489,31.2071,121.577,http://aqicn.org/city/shanghai/pudongzhangjiang/
53,Pudong Monitoring Station,490,31.2284,121.533,http://aqicn.org/city/shanghai/pudongjiancezhan/
54,City average,491,31.230393,121.473704,http://aqicn.org/city/shanghai/quanshipingjun/
55,Pudong Zhoupu,10185,31.114301,121.574951,http://aqicn.org/city/shanghai/pudongzhoupu/
56,Pudong Huinan,10186,31.04808,121.749495,http://aqicn.org/city/shanghai/pudonghuinan/
57,People's Square,10187,31.22967,121.47616,http://aqicn.org/city/shanghai/renminguangchang/
58,Huangpu Ruijin,10188,31.213834,121.462917,http://aqicn.org/city/shanghai/huangpuruijin/
59,Jing'an Qiyi Middle School,10189,31.231002,121.452066,http://aqicn.org/city/shanghai/jinganqiyizhongxue/
60,Jing'an Hetian Middle School,10190,31.274911,121.454927,http://aqicn.org/city/shanghai/jinganhetianzhongxue/
61,Jing'an North High-tech,10191,31.295743,121.436946,http://aqicn.org/city/shanghai/jinganshibeigaoxin/
62,Xujiahui,10192,31.194503,121.437516,http://aqicn.org/city/shanghai/xujiahui/
63,Changning Xianxia,10193,31.2060391,121.3892098,http://aqicn.org/city/shanghai/changningxianxia/
64,Changning Chengqiao,10194,31.1891105,121.3726724,http://aqicn.org/city/shanghai/changningchengqiao/
65,Changning Huayang,10195,31.216258,121.423952,http://aqicn.org/city/shanghai/changninghuayang/
66,Putuo Taopu,10196,31.278981,121.363483,http://aqicn.org/city/shanghai/putuotaopu/
67,Hongkou Jiaxing,10197,31.257187,121.49131,http://aqicn.org/city/shanghai/hongkoujiaxing/
68,Yangpu Monitoring Station,10198,31.281478,121.54201,http://aqicn.org/city/shanghai/yangpujiancezhan/
69,Yangpu New Jiangwan City,10199,31.329075,121.522236,http://aqicn.org/city/shanghai/yangpuxinjiangwancheng/
70,Baoshan Yangxing,10200,31.364479,121.438297,http://aqicn.org/city/shanghai/baoshanyangxing/
71,Baoshan Luodian,10201,31.415251,121.346638,http://aqicn.org/city/shanghai/baoshanluodian/
72,Baoshan Temple Line,10202,31.319788,121.449684,http://aqicn.org/city/shanghai/baoshanmiaoxing/
73,Minhang Jiangchuan,10203,31.0066775,121.4074826,http://aqicn.org/city/shanghai/minxingjiangchuan/
74,Minhang Pujiang,10204,31.075571,121.515504,http://aqicn.org/city/shanghai/minxingpujiang/
75,Jiading Monitoring Station,10205,31.375042,121.268689,http://aqicn.org/city/shanghai/jiadingjiancezhan/
76,Jiading Tianhua College,10206,31.408689,121.201974,http://aqicn.org/city/shanghai/jiadingtianhuaxueyuan/
77,Jiading Fangtai,10207,31.31617,121.217115,http://aqicn.org/city/shanghai/jiadingfangtai/
78,Jiading Nanxiang,10208,31.294176,121.320622,http://aqicn.org/city/shanghai/jiadingnanxiang/
79,jīnshān zhū jīng,10209,30.898687,121.166678,http://aqicn.org/city/shanghai/jinshanzhujing/
80,Jinshan New Town,10210,30.705811,121.346377,http://aqicn.org/city/shanghai/jinshanxincheng/
81,jīnshān lángxià,10211,30.790032,121.193091,http://aqicn.org/city/shanghai/jinshanlangxia/
82,Jinshan Fengjing,10212,30.888329,121.010356,http://aqicn.org/city/shanghai/jinshanfengjing/
83,Songjiang Jingde Road,10213,31.0089771,121.2382812,http://aqicn.org/city/shanghai/songjiangjingdelu/
84,Songjiang Library,10214,31.035668,121.220837,http://aqicn.org/city/shanghai/songjiangtushuguan/
85,Songjiang Zhongchen Road,10215,31.0487929,121.2697744,http://aqicn.org/city/shanghai/songjiangzhongchenlu/
86,Qingpu Xiayang,10216,31.148344,121.125969,http://aqicn.org/city/shanghai/qingpuxiayang/
87,Qingpu Zhujiajiao,10217,31.103759,121.046456,http://aqicn.org/city/shanghai/qingpuzhujiajiao/
88,Qingpu Yingpu,10218,31.145806,121.114785,http://aqicn.org/city/shanghai/qingpuyingpu/
89,Fengxian South Bridge,10219,30.903467,121.458755,http://aqicn.org/city/shanghai/fengxiannanqiao/
90,Fengxian Bay,10220,30.857285,121.567409,http://aqicn.org/city/shanghai/fengxianhaiwan/
91,Fengxian Nanqiao New City,10221,30.948883,121.478835,http://aqicn.org/city/shanghai/fengxiannanqiaoxincheng/
92,Fengxian Fengpu,10222,30.9422683,121.4561249,http://aqicn.org/city/shanghai/fengxianfengpu/
93,Chongming City Bridge,10223,31.628161,121.398098,http://aqicn.org/city/shanghai/chongmingchengqiao/
94,chóngmíng lǜ huá,10224,31.762452,121.220535,http://aqicn.org/city/shanghai/chongminglvhua/
95,Chongming Forest Park,10225,31.681728,121.482832,http://aqicn.org/city/shanghai/chongmingsenlingongyuan/
96,Chongming Shangshi Dongtan,10226,31.506837,121.906898,http://aqicn.org/city/shanghai/chongmingshangshidongtan/
97,Shanghai US Consulate,3304,31.2047372,121.4489017,http://aqicn.org/city/shanghai/us-consulate/
98,Yantian,914,22.590807,114.262078,http://aqicn.org/city/shenzhen/yantian/
100,Kwai Chung,916,22.575856,113.862238,http://aqicn.org/city/shenzhen/xixiang/
104,Nanyou,920,22.516847,113.923192,http://aqicn.org/city/shenzhen/nanyou/
105,Nan'aozhen,921,22.528186,114.496906,http://aqicn.org/city/shenzhen/nanao/
106,Meisha,922,22.598902,114.313483,http://aqicn.org/city/shenzhen/meisha/
108,Xi xiang,924,22.720358,114.247468,http://aqicn.org/city/shenzhen/longgang/
109,Liyuan,925,22.5500005,114.0960791,http://aqicn.org/city/shenzhen/liyuan/
110,Kwai Chung,926,22.630626,114.423948,http://aqicn.org/city/shenzhen/kuiyong/
111,OCT,927,22.542454,113.987495,http://aqicn.org/city/shenzhen/huaqiaocheng/
112,Honghu,928,22.562334,114.116872,http://aqicn.org/city/shenzhen/honghu/
115,Mission Hills,931,22.696848,114.04539,http://aqicn.org/city/shenzhen/guanlan/
117,Guangzhou,1449,23.141191,113.258374,http://aqicn.org/city/guangzhou/
118,"Lìwān xicūn, Guangzhou",771,23.1422,113.235,http://aqicn.org/city/guangdong/guangzhou/liwanxicun/
119,"Gōngyuán qián, Guangzhou",772,23.1331,113.26,http://aqicn.org/city/guangdong/guangzhou/gongyuanqian/
120,"Hǎi zhūbǎo gǎng, Guangzhou",773,23.105,113.261,http://aqicn.org/city/guangdong/guangzhou/haizhubaogang/
121,"Tiānhé chéng, Guangzhou",774,,,
122,"Hǎizhū chìshā, Guangzhou",775,23.0916,113.348,http://aqicn.org/city/guangdong/guangzhou/haizhuchisha/
123,"Huángbù dàshādì, Guangzhou",776,23.105,113.433,http://aqicn.org/city/guangdong/guangzhou/huangpudashadi/
124,"Pānyú city bridge, Guangzhou",777,22.9477,113.352,http://aqicn.org/city/guangdong/guangzhou/fanyushiqiao/
125,"Huadu town, Guangzhou",778,23.3917,113.215,http://aqicn.org/city/guangdong/guangzhou/huaduchengqu/
126,"Luogang Zhenlong, Guangzhou",779,23.2783,113.568,http://aqicn.org/city/guangdong/guangzhou/luogangzhenlong/
127,"LuHu, Guangzhou",780,23.1569,113.281,http://aqicn.org/city/guangdong/guangzhou/luhu/
128,"Tianhu, Guangzhou",781,23.6502,113.6246,http://aqicn.org/city/guangdong/guangzhou/tianhu/
129,"Zhudong, Guangzhou",782,23.4208,113.073,http://aqicn.org/city/guangdong/guangzhou/zhudong/
130,"Modiesha station, Guangzhou",783,23.1064,113.3328,http://aqicn.org/city/guangdong/guangzhou/modieshazhan/
131,"Dòumén, Zhuhai",784,22.2281,113.299,http://aqicn.org/city/guangdong/zhuhai/doumen/
132,"Jídà, Zhuhai",785,22.2611,113.574,http://aqicn.org/city/guangdong/zhuhai/jida/
133,"Qiánshān, Zhuhai",786,22.2294,113.495,http://aqicn.org/city/guangdong/zhuhai/qianshan/
134,"Táng jiā, Zhuhai",787,22.4251,113.628,http://aqicn.org/city/guangdong/zhuhai/tangjia/
135,"Huìjǐngchéng, Foshan",788,23.0019,113.1047,http://aqicn.org/city/guangdong/fushan/huijingcheng/
136,"Wān liáng, Foshan",789,23.0048,113.134,http://aqicn.org/city/guangdong/fushan/wanliang/
137,"Huicai technical school, Foshan",790,23.0395,113.105,http://aqicn.org/city/guangdong/fushan/huacaizhizhong/
138,"Sanshuiyun donghai, Foshan",791,23.1886,112.863,http://aqicn.org/city/guangdong/fushan/sanshuiyundonghai/
139,"Nanhai Bureau of Meteorology, Foshan",792,23.0467,113.144,http://aqicn.org/city/guangdong/fushan/nanhaiqixiangju/
140,"Gāomíng kǒngtáng, Foshan",793,22.8693,112.844,http://aqicn.org/city/guangdong/fushan/gaomingkongtang/
141,"Sanshui Monitoring Station, Foshan",794,23.1572,112.885,http://aqicn.org/city/guangdong/fushan/sanshuijiancezhan/
142,"Shùndé sūgǎng, Shunde",795,22.8054,113.292,http://aqicn.org/city/guangdong/shunde/shundesugang/
143,"Ronggui street committee, Shunde",796,22.7629,113.257,http://aqicn.org/city/guangdong/shunde/rongguijiedaoban/
144,"Jinjuzui, Shunde",797,,,
145,"Donghu, Jiangmen",798,22.5931,113.0819,http://aqicn.org/city/guangdong/jiangmen/donghu/
146,"Taoyuan Atmosphere Premier Station, Jiangmen",799,22.7279,112.929,http://aqicn.org/city/guangdong/jiangmen/taoyuandaqichaojizhan/
147,"Duānfēn, Jiangmen",800,22.0608,112.7607,http://aqicn.org/city/guangdong/jiangmen/duanfen/
148,"Shuāngqiáo, Jiangmen",801,22.5862,112.5814,http://aqicn.org/city/guangdong/jiangmen/shuangqiao/
149,"Xiqū, Jiangmen",802,22.5811,113.074,http://aqicn.org/city/guangdong/jiangmen/xiqu/
150,"Běijiē, Jiangmen",803,22.6069,113.104,http://aqicn.org/city/guangdong/jiangmen/beijie/
151,"Guīfēngxi, Jiangmen",804,22.5328,113.024,http://aqicn.org/city/guangdong/jiangmen/guifengxi/
152,"Kengkouzi station, Zhaoqing",805,23.1617,112.565,http://aqicn.org/city/guangdong/zhaoqing/kangkouzizhan/
153,"Mugangzi station, Zhaoqing",806,23.0706,112.427,http://aqicn.org/city/guangdong/zhaoqing/mugangzizhan/
154,"Qixingyanzi station, Zhaoqing",807,23.0786,112.4722,http://aqicn.org/city/guangdong/zhaoqing/qixingyanzizhan/
155,"Chengzhongzi station, Zhaoqing",808,23.0528,112.471,http://aqicn.org/city/guangdong/zhaoqing/chengzhongzizhan/
156,"Jinguo Bay, Huizhou",809,22.9398,114.3806,http://aqicn.org/city/guangdong/huizhou/jinguowan/
157,"Xiabu, Huizhou",810,23.08,114.4053,http://aqicn.org/city/guangdong/huizhou/xiapu/
158,"Xijiao, Huizhou",811,23.3406,114.1077,http://aqicn.org/city/guangdong/huizhou/xijiao/
159,"Henan'an, Huizhou",812,23.0528,114.4183,http://aqicn.org/city/guangdong/huizhou/henanan/
160,"Jiangbei, Huizhou",813,23.1142,114.4103,http://aqicn.org/city/guangdong/huizhou/jiangbei/
161,"Huiyang chuanhu, Huizhou",814,22.8172,114.3244,http://aqicn.org/city/guangdong/huizhou/huiyangchuanhu/
162,"Daya bay management committee, Huizhou",815,22.7422,114.5317,http://aqicn.org/city/guangdong/huizhou/dayawanguanweihui/
163,"Guancheng No.2 water plant, Dongguan",816,23.06,113.7480556,http://aqicn.org/city/guangdong/dongguan/guanchengershuichang/
164,"Experimental Middle  School, Dongguan",817,23.05361111,113.7819444,http://aqicn.org/city/guangdong/dongguan/shiyanzhongxue/
165,"Dongcheng Shijing, Dongguan",818,23.01277778,113.7944444,http://aqicn.org/city/guangdong/dongguan/dongchengshijing/
166,"Nancheng Xiping, Dongguan",819,22.96583333,113.7383333,http://aqicn.org/city/guangdong/dongguan/nanchengxiping/
167,"Nancheng Yuanling, Dongguan",820,23.02777778,113.7461111,http://aqicn.org/city/guangdong/dongguan/nanchengyuanling/
168,"Zimaling, Zhongshan",821,22.5078,113.402,http://aqicn.org/city/guangdong/zhongshan/zimaling/
169,"Yangtze River tourist area, Zhongshan",822,22.4886,113.434,http://aqicn.org/city/guangdong/zhongshan/changjianglvyouqu/
170,"Huabai Park, Zhongshan",823,22.5211,113.369,http://aqicn.org/city/guangdong/zhongshan/huabaiyuan/
171,"Zhangxi, Zhongshan",824,22.5481,113.365,http://aqicn.org/city/guangdong/zhongshan/zhangxi/
172,"No.8 middle school, Shaoguan",4250,24.7708,113.5783,http://aqicn.org/city/guangdong/shaoguan/shibazhong/
173,"Bìhú shānzhuāng, Shaoguan",4251,24.8108,113.5397,http://aqicn.org/city/guangdong/shaoguan/bihushanzhuang/
174,"Forest area, Shaoguan",4252,24.7992,113.6081,http://aqicn.org/city/guangdong/shaoguan/yuanlinchu/
175,"Shaoguan University, Shaoguan",4253,24.7939,113.6414,http://aqicn.org/city/guangdong/shaoguan/shaoguanxueyuan/
176,"Qujiang Monitoring Station, Shaoguan",4254,24.6861,113.5964,http://aqicn.org/city/guangdong/shaoguan/qujiangjiancezhan/
177,"Jīnpíngzi, Shantou",4255,23.3667,116.6794,http://aqicn.org/city/guangdong/shantou/jinpingzizhan/
178,"Lónghúzi, Shantou",4256,23.3633,116.7244,http://aqicn.org/city/guangdong/shantou/longhuzizhan/
179,"Háojiāngzi, Shantou",4257,23.2775,116.7258,http://aqicn.org/city/guangdong/shantou/haojiangzizhan/
180,"Chénghǎizi, Shantou",4258,23.4714,116.7519,http://aqicn.org/city/guangdong/shantou/chenghaizizhan/
181,"Cháoyángzi, Shantou",4259,23.2539,116.6092,http://aqicn.org/city/guangdong/shantou/chaoyangzizhan/
182,"City Environmental Monitoring Station, Zhanjiang",4260,21.2228,110.3928,http://aqicn.org/city/guangdong/zhanjiang/shihuanjingjiancezhan/
183,"EPB Dormitory, Zhanjiang",4261,21.1997,110.4019,http://aqicn.org/city/guangdong/zhanjiang/huanbaojusushe/
184,"Xiashan Swimming Park, Zhanjiang",4262,21.2028,110.4111,http://aqicn.org/city/guangdong/zhanjiang/xiashanyouyongchang/
185,"Zhanjiang Theatre, Zhanjiang",4263,21.2706,110.3539,http://aqicn.org/city/guangdong/zhanjiang/zhanjiangyingjuyuan/
186,"Maogang sub-office EPB, Maoming",4264,21.4689,111.0286,http://aqicn.org/city/guangdong/maoming/shihuanbaojumaogangfenju/
187,"Petrochemical No. 7 elementaty school, Maoming",4265,21.6533,110.9294,http://aqicn.org/city/guangdong/maoming/maoshihuaqixiao/
188,"Jiankang road, Maoming",4266,21.6669,110.9067,http://aqicn.org/city/guangdong/maoming/jiankanglu/
189,"Jiaying University, Meizhou",4267,24.3289,116.1278,http://aqicn.org/city/guangdong/meizhou/jiayingdaxue/
190,"Mexian new town, Meizhou",4268,24.2719,116.0797,http://aqicn.org/city/guangdong/meizhou/meixianxincheng/
191,"Environmental Monitoring Center, Meizhou",4269,24.2654,116.1248,http://aqicn.org/city/guangdong/meizhou/huanjingjiankongzhongxin/
192,"City EPA, Shanwei",4270,22.775,115.3653,http://aqicn.org/city/guangdong/shanwei/shihuanbaoju/
193,"City government, Shanwei",4271,22.7953,115.3578,http://aqicn.org/city/guangdong/shanwei/shizhengfu/
194,"Xincheng Middle School, Shanwei",4272,22.7925,115.3622,http://aqicn.org/city/guangdong/shanwei/xinchengzhongxue/
195,"No.3 elementary school, Heyuan",4273,23.7586,114.6944,http://aqicn.org/city/guangdong/heyuan/shisanxiao/
196,"City water company, Heyuan",4274,23.7569,114.6778,http://aqicn.org/city/guangdong/heyuan/shizilaishuichang/
197,"Heyuan high school, Heyuan",4275,23.7233,114.6892,http://aqicn.org/city/guangdong/heyuan/heyuanzhongxue/
198,"Yuanyang Lake, Yangjiang",4276,21.8586,111.9786,http://aqicn.org/city/guangdong/yangjiang/yuanyanghu/
199,"Nan'en road, Yangjiang",4278,21.8536,111.9508,http://aqicn.org/city/guangdong/yangjiang/nanenlu/
200,"Town governement, Qingyuan",4279,23.7106,113.0208,http://aqicn.org/city/guangdong/qingyuan/chengquzhengfu/
201,"Fupin district, Qingyuan",4280,23.6272,113.0622,http://aqicn.org/city/guangdong/qingyuan/fupinqu/
202,"Environment protection office, Qingyuan",4281,23.6936,113.0425,http://aqicn.org/city/guangdong/qingyuan/huanbaoju/
203,"Xiyuan Road, Chaozhou",4282,23.6714,116.6339,http://aqicn.org/city/guangdong/chaozhou/xiyuanlu/
204,"Archives Bureau, Chaozhou",4283,23.6706,116.6447,http://aqicn.org/city/guangdong/chaozhou/danganju/
205,"Municipal Corporation, Chaozhou",4284,23.6531,116.6175,http://aqicn.org/city/guangdong/chaozhou/shizhenggongsi/
206,"Donghu Park, Jieyang",4285,23.5353,116.3697,http://aqicn.org/city/guangdong/jieyang/donghugongyuan/
207,"Yuhu Middle School, Jieyang",4286,23.5292,116.4094,http://aqicn.org/city/guangdong/jieyang/yuhuchujizhongxue/
208,"Experimental Primary School, Jieyang",4287,23.5739,116.3594,http://aqicn.org/city/guangdong/jieyang/shiyanxiaoxue/
209,"Xian jiào, Jieyang",4288,23.5486,116.3242,http://aqicn.org/city/guangdong/jieyang/xianjiao/
210,"City Environmental Monitoring Station, Yunfu",4289,22.9394,112.0369,http://aqicn.org/city/guangdong/yunfu/shihuanjingjiancezhan/
211,"The new city government headquarters, Yunfu",4290,22.9169,112.0392,http://aqicn.org/city/guangdong/yunfu/xinshifuzhihuibu/
212,"Muyang police sub-station, Yunfu",4291,22.9539,112.0539,http://aqicn.org/city/guangdong/yunfu/muyangpaichusuo/
213,"Chaonanzi Station, Shantou",4292,23.2536,116.4019,http://aqicn.org/city/guangdong/shantou/chaonanzizhan/
214,"Mazhang EPA, Zhanjiang",4293,21.2679,110.3316,http://aqicn.org/city/guangdong/zhanjiang/mazhangquhuanbaoju/
215,"Potou District EPB, Zhanjiang",4294,21.2567,110.4558,http://aqicn.org/city/guangdong/zhanjiang/potouquhuanbaoju/
216,"Gaoling, Maoming",4295,21.6828,110.8592,http://aqicn.org/city/guangdong/maoming/gaoling/
217,"Maofengshan Forest Park, Guangzhou",4842,,,
218,"mǎ nán dòng, Yangjiang",4843,,,
219,"wànqǐng shā, Guangzhou",4850,22.7108,113.5485,http://aqicn.org/city/guangdong/guangzhou/wanqingsha/
220,"nán'ào xiàn zi zhàn, Shantou",6947,23.42,117.0219,http://aqicn.org/city/guangdong/shantou/nanaoxianzizhan/
221,"Jinjuzui, Foshan",7026,22.819722,113.261667,http://aqicn.org/city/guangdong/fushan/jinjieju/
222,"Shùndé sūgǎng, Foshan",7027,22.8054,113.292,http://aqicn.org/city/guangdong/fushan/shundesugang/
223,"Ronggui street committee, Foshan",7028,22.7629,113.257,http://aqicn.org/city/guangdong/fushan/rongguijiedaoban/
224,"Dongpu, Heyuan",7029,23.7586,114.6944,http://aqicn.org/city/guangdong/heyuan/dongpu/
225,"yuán xī, Heyuan",7030,23.7569,114.6778,http://aqicn.org/city/guangdong/heyuan/yuanxi/
226,"Old Town, Heyuan",7031,23.7233,114.6892,http://aqicn.org/city/guangdong/heyuan/laocheng/
227,"High-tech zone, Qingyuan",7032,23.6272,113.0622,http://aqicn.org/city/guangdong/qingyuan/gaoxinqu/
228,"EPA building, Qingyuan",7033,23.6936,113.0425,http://aqicn.org/city/guangdong/qingyuan/huanbaodalou/
229,"guǎn chéng lí chuān, Dongguan",7034,23.06,113.7480556,http://aqicn.org/city/guangdong/dongguan/guanchenglichuan/
230,"dōngchéng zhǔ shān, Dongguan",7035,23.05361111,113.7819444,http://aqicn.org/city/guangdong/dongguan/dongchengzhushan/
231,"yú hú, Jieyang",7036,23.5292,116.4094,http://aqicn.org/city/guangdong/jieyang/yuhu/
232,"xīnxīng, Jieyang",7037,23.5353,116.3697,http://aqicn.org/city/guangdong/jieyang/xinxing/
233,"dōngxìng, Jieyang",7038,23.5739,116.3594,http://aqicn.org/city/guangdong/jieyang/dongxing/
234,"xī mǎ, Jieyang",7039,23.5486,116.3242,http://aqicn.org/city/guangdong/jieyang/xima/
235,"tǐyù xī, Guangzhou",8318,23.1323,113.3208,http://aqicn.org/city/guangdong/guangzhou/tiyuxi/
236,"pānyú zhōngxué, Guangzhou",9841,22.9477,113.352,http://aqicn.org/city/guangdong/guangzhou/fanyuzhongxue/
237,"huādū shīfàn, Guangzhou",9842,23.3917,113.215,http://aqicn.org/city/guangdong/guangzhou/huadushifan/
238,"jiǔlóng zhèn zhèn lóng, Guangzhou",9843,23.2783,113.568,http://aqicn.org/city/guangdong/guangzhou/jiulongzhenzhenlong/
239,"guǎngyǎ zhōngxué, Guangzhou",9844,23.1422,113.235,http://aqicn.org/city/guangdong/guangzhou/guangyazhongxue/
240,"City Monitoring Station, Guangzhou",9845,23.1331,113.26,http://aqicn.org/city/guangdong/guangzhou/shijiancezhan/
241,"shì wǔ zhōng, Guangzhou",9846,23.105,113.261,http://aqicn.org/city/guangdong/guangzhou/shiwuzhong/
242,"guǎngdōng shāngxuéyuàn, Guangzhou",9847,23.0916,113.348,http://aqicn.org/city/guangdong/guangzhou/guangdongshangxueyuan/
243,"shì bāshí liù zhōng, Guangzhou",9848,23.105,113.433,http://aqicn.org/city/guangdong/guangzhou/shibashiliuzhong/
244,"chāojí zhàn, Jiangmen",9849,22.7279,112.929,http://aqicn.org/city/guangdong/jiangmen/chaojizhan/
245,"huìyángqū chéng xiūlù chuán hú, Huizhou",9850,22.8172,114.3244,http://aqicn.org/city/guangdong/huizhou/huiyangquchengxiuluchuanhu/
246,"hénán àn jīnshān hú, Huizhou",9851,23.0528,114.4183,http://aqicn.org/city/guangdong/huizhou/henananjinshanhu/
247,"xià bù héng jiāng sān lù, Huizhou",9852,23.08,114.4053,http://aqicn.org/city/guangdong/huizhou/xiapuhengjiangsanlu/
248,"jiāngběi yún shānxī lù, Huizhou",9853,23.1142,114.4103,http://aqicn.org/city/guangdong/huizhou/jiangbeiyunshanxilu/
249,"Fengcheng Subdistrict, Qingyuan",9854,23.7106,113.0208,http://aqicn.org/city/guangdong/qingyuan/fengchengjieban/
250,"Technician college, Qingyuan",9855,23.63444,113.0472,http://aqicn.org/city/guangdong/qingyuan/jishixueyuan/
251,"City government, Chaozhou",9856,23.65889,116.6183,http://aqicn.org/city/guangdong/chaozhou/shizhengfu/
252,"xīnshì fǔ, Yunfu",9857,22.9169,112.0392,http://aqicn.org/city/guangdong/yunfu/xinshifu/
253,"mùyáng, Yunfu",9858,22.9539,112.0539,http://aqicn.org/city/guangdong/yunfu/muyang/
254,"Háojiāngzi, Shantou",3481,23.2775,116.7258,http://aqicn.org/city/china/shantou/haojiangzizhan/
255,"Jīnpíngzi, Shantou",3482,23.3667,116.6794,http://aqicn.org/city/china/shantou/jinpingzizhan/
256,"Chaonanzi Station, Shantou",4692,23.2536,116.4019,http://aqicn.org/city/china/shantou/chaonanzizhan/
257,"Chénghǎizi, Shantou",3484,23.4714,116.7519,http://aqicn.org/city/china/shantou/chenghaizizhan/
258,"Cháoyángzi, Shantou",3485,23.2539,116.6092,http://aqicn.org/city/china/shantou/chaoyangzizhan/
259,"Lónghúzi, Shantou",3486,23.3633,116.7244,http://aqicn.org/city/china/shantou/longhuzizhan/
260,"Bìhú shānzhuāng, Shaoguan",3487,24.81119444,113.5593889,http://aqicn.org/city/china/shaoguan/bihushanzhuang/
261,"No.8 middle school, Shaoguan",3488,24.769519,113.586606,http://aqicn.org/city/china/shaoguan/shibazhong/
262,"Forest area, Shaoguan",3489,24.795928,113.598061,http://aqicn.org/city/china/shaoguan/yuanlinchu/
263,"Qujiang Monitoring Station, Shaoguan",3490,24.68636111,113.5970833,http://aqicn.org/city/china/shaoguan/qujiangjiancezhan/
264,"Shaoguan University, Shaoguan",3491,24.77908333,113.6734722,http://aqicn.org/city/china/shaoguan/shaoguanxueyuan/
265,"Environment protection office, Qingyuan",3507,,,
266,"Fengcheng Subdistrict, Qingyuan",3508,23.7106,113.0208,http://aqicn.org/city/china/qingyuan/fengchengjieban/
267,"Fupin district, Qingyuan",3509,,,
268,"City water company, Heyuan",3510,,,
269,"No.3 elementary school, Heyuan",3511,,,
270,"Heyuan high school, Heyuan",3512,,,
271,Shaoguan,1538,24.810403,113.597522,http://aqicn.org/city/shaoguan/
272,Zhuhai,1540,22.270715,113.576726,http://aqicn.org/city/zhuhai/
273,Shantou,1541,23.353299,116.681838,http://aqicn.org/city/shantou/
274,Foshan,1542,23.021548,113.121416,http://aqicn.org/city/foshan/
275,Zhanjiang,1543,21.270702,110.359387,http://aqicn.org/city/zhanjiang/
